,period,stateDescription,sectorName,price,price-units
4225,2023-02,Arkansas,residential,11.99,cents per kilowatt-hour
4226,2023-02,Arkansas,transportation,14.03,cents per kilowatt-hour
4229,2023-02,California,industrial,15.69,cents per kilowatt-hour
4231,2023-02,California,residential,27.25,cents per kilowatt-hour
4232,2023-02,California,transportation,11.96,cents per kilowatt-hour
4235,2023-02,Colorado,industrial,7.74,cents per kilowatt-hour
4237,2023-02,Colorado,residential,14.23,cents per kilowatt-hour
4238,2023-02,Colorado,transportation,13.67,cents per kilowatt-hour
4241,2023-02,Connecticut,industrial,16.23,cents per kilowatt-hour
4243,2023-02,Connecticut,residential,34.38,cents per kilowatt-hour
4244,2023-02,Connecticut,transportation,38.63,cents per kilowatt-hour
4247,2023-02,Delaware,industrial,9.09,cents per kilowatt-hour
4249,2023-02,Delaware,residential,15.01,cents per kilowatt-hour
4250,2023-02,Delaware,transportation,0.0,cents per kilowatt-hour
4254,2024-01,Pennsylvania,industrial,7.98,cents per kilowatt-hour
4256,2024-01,Pennsylvania,residential,17.43,cents per kilowatt-hour
4257,2024-01,Pennsylvania,transportation,10.07,cents per kilowatt-hour
4260,2024-01,Rhode Island,industrial,20.3,cents per kilowatt-hour
4262,2024-01,Rhode Island,residential,31.26,cents per kilowatt-hour
4263,2024-01,Rhode Island,transportation,20.29,cents per kilowatt-hour
4266,2024-01,South Carolina,industrial,7.16,cents per kilowatt-hour
4268,2024-01,South Carolina,residential,13.54,cents per kilowatt-hour
4269,2024-01,South Carolina,transportation,0.0,cents per kilowatt-hour
4272,2024-01,South Dakota,industrial,8.04,cents per kilowatt-hour
4274,2024-01,South Dakota,residential,11.18,cents per kilowatt-hour
4275,2024-01,South Dakota,transportation,0.0,cents per kilowatt-hour
4278,2024-01,Tennessee,industrial,6.47,cents per kilowatt-hour
4280,2024-01,Tennessee,residential,12.25,cents per kilowatt-hour
4281,2024-01,Tennessee,transportation,0.0,cents per kilowatt-hour
4284,2024-01,Texas,industrial,6.36,cents per kilowatt-hour
4286,2024-01,Texas,residential,14.28,cents per kilowatt-hour
4287,2024-01,Texas,transportation,6.96,cents per kilowatt-hour
4290,2024-01,Utah,industrial,8.37,cents per kilowatt-hour
4292,2024-01,Utah,residential,10.85,cents per kilowatt-hour
4293,2024-01,Utah,transportation,12.07,cents per kilowatt-hour
4296,2024-01,Vermont,industrial,11.56,cents per kilowatt-hour
4298,2024-01,Vermont,residential,21.11,cents per kilowatt-hour
4299,2024-01,Vermont,transportation,0.0,cents per kilowatt-hour
4302,2024-01,Virginia,industrial,8.63,cents per kilowatt-hour
4304,2024-01,Virginia,residential,13.5,cents per kilowatt-hour
4305,2024-01,Virginia,transportation,10.03,cents per kilowatt-hour
4308,2024-01,Washington,industrial,6.47,cents per kilowatt-hour
4310,2024-01,Washington,residential,11.09,cents per kilowatt-hour
4311,2024-01,Washington,transportation,9.83,cents per kilowatt-hour
4314,2024-01,West Virginia,industrial,7.25,cents per kilowatt-hour
4316,2024-01,West Virginia,residential,13.65,cents per kilowatt-hour
4317,2024-01,West Virginia,transportation,0.0,cents per kilowatt-hour
4320,2024-01,Wisconsin,industrial,8.52,cents per kilowatt-hour
4322,2024-01,Wisconsin,residential,16.46,cents per kilowatt-hour
4323,2024-01,Wisconsin,transportation,20.1,cents per kilowatt-hour
4326,2024-01,Wyoming,industrial,7.1,cents per kilowatt-hour
4328,2024-01,Wyoming,residential,10.86,cents per kilowatt-hour
4329,2024-01,Wyoming,transportation,0.0,cents per kilowatt-hour
4332,2023-04,New York,industrial,6.78,cents per kilowatt-hour
4334,2023-04,New York,residential,19.81,cents per kilowatt-hour
4335,2023-04,New York,transportation,14.66,cents per kilowatt-hour
4338,2023-04,North Carolina,industrial,6.77,cents per kilowatt-hour
4340,2023-04,North Carolina,residential,12.91,cents per kilowatt-hour
4341,2023-04,North Carolina,transportation,8.03,cents per kilowatt-hour
4344,2023-04,North Dakota,industrial,7.41,cents per kilowatt-hour
4346,2023-04,North Dakota,residential,10.28,cents per kilowatt-hour
4347,2023-04,North Dakota,transportation,0.0,cents per kilowatt-hour
4350,2023-04,Ohio,industrial,6.91,cents per kilowatt-hour
4352,2023-04,Ohio,residential,15.01,cents per kilowatt-hour
4353,2023-04,Ohio,transportation,5.58,cents per kilowatt-hour
4356,2023-04,Oklahoma,industrial,5.86,cents per kilowatt-hour
4358,2023-04,Oklahoma,residential,12.17,cents per kilowatt-hour
4359,2023-04,Oklahoma,transportation,0.0,cents per kilowatt-hour
4362,2023-04,Oregon,industrial,7.67,cents per kilowatt-hour
4364,2023-04,Oregon,residential,12.55,cents per kilowatt-hour
4365,2023-04,Oregon,transportation,11.46,cents per kilowatt-hour
4368,2023-04,Pennsylvania,industrial,7.8,cents per kilowatt-hour
4370,2023-04,Pennsylvania,residential,18.36,cents per kilowatt-hour
4371,2023-04,Pennsylvania,transportation,8.65,cents per kilowatt-hour
4374,2024-01,New England,industrial,16.93,cents per kilowatt-hour
4376,2024-01,New England,residential,27.36,cents per kilowatt-hour
4377,2024-01,New England,transportation,13.34,cents per kilowatt-hour
4380,2024-01,Middle Atlantic,industrial,8.5,cents per kilowatt-hour
4382,2024-01,Middle Atlantic,residential,19.68,cents per kilowatt-hour
4383,2024-01,Middle Atlantic,transportation,13.21,cents per kilowatt-hour
4386,2024-01,East North Central,industrial,8.2,cents per kilowatt-hour
4388,2024-01,East North Central,residential,15.75,cents per kilowatt-hour
4389,2024-01,East North Central,transportation,10.19,cents per kilowatt-hour
4390,2023-04,Kentucky,industrial,6.42,cents per kilowatt-hour
4392,2023-04,Kentucky,residential,12.79,cents per kilowatt-hour
4393,2023-04,Kentucky,transportation,0.0,cents per kilowatt-hour
4396,2023-04,Louisiana,industrial,5.34,cents per kilowatt-hour
4398,2023-04,Louisiana,residential,11.2,cents per kilowatt-hour
4399,2023-04,Louisiana,transportation,10.51,cents per kilowatt-hour
4402,2023-04,Maine,industrial,10.98,cents per kilowatt-hour
4404,2023-04,Maine,residential,28.61,cents per kilowatt-hour
4405,2023-04,Maine,transportation,0.0,cents per kilowatt-hour
4408,2023-04,Maryland,industrial,9.62,cents per kilowatt-hour
4410,2023-04,Maryland,residential,15.92,cents per kilowatt-hour
4411,2023-04,Maryland,transportation,11.18,cents per kilowatt-hour
4414,2023-04,Massachusetts,industrial,17.55,cents per kilowatt-hour
4416,2023-04,Massachusetts,residential,32.36,cents per kilowatt-hour
4417,2023-04,Massachusetts,transportation,7.5,cents per kilowatt-hour
4420,2023-04,Michigan,industrial,7.73,cents per kilowatt-hour
4422,2023-04,Michigan,residential,18.41,cents per kilowatt-hour
4423,2023-04,Michigan,transportation,13.6,cents per kilowatt-hour
4426,2023-04,Minnesota,industrial,9.32,cents per kilowatt-hour
4428,2023-04,Minnesota,residential,14.71,cents per kilowatt-hour
4429,2023-04,Minnesota,transportation,12.44,cents per kilowatt-hour
4432,2023-04,Mississippi,industrial,6.59,cents per kilowatt-hour
4434,2023-04,Mississippi,residential,13.9,cents per kilowatt-hour
4435,2023-04,Mississippi,transportation,0.0,cents per kilowatt-hour
4438,2023-04,Missouri,industrial,7.27,cents per kilowatt-hour
4440,2023-04,Missouri,residential,11.79,cents per kilowatt-hour
4441,2023-04,Missouri,transportation,7.88,cents per kilowatt-hour
4444,2023-04,Montana,industrial,8.05,cents per kilowatt-hour
4446,2023-04,Montana,residential,12.26,cents per kilowatt-hour
4447,2023-04,Montana,transportation,0.0,cents per kilowatt-hour
4450,2023-04,Nebraska,industrial,7.8,cents per kilowatt-hour
4452,2023-04,Nebraska,residential,11.19,cents per kilowatt-hour
4453,2023-04,Nebraska,transportation,0.0,cents per kilowatt-hour
4456,2023-04,Nevada,industrial,9.77,cents per kilowatt-hour
4458,2023-04,Nevada,residential,17.59,cents per kilowatt-hour
4459,2023-04,Nevada,transportation,13.15,cents per kilowatt-hour
4462,2023-04,New Hampshire,industrial,15.49,cents per kilowatt-hour
4464,2023-04,New Hampshire,residential,30.8,cents per kilowatt-hour
4465,2023-04,New Hampshire,transportation,0.0,cents per kilowatt-hour
4468,2023-04,New Jersey,industrial,10.61,cents per kilowatt-hour
4470,2023-04,New Jersey,residential,17.37,cents per kilowatt-hour
4471,2023-04,New Jersey,transportation,12.48,cents per kilowatt-hour
4474,2023-04,New Mexico,industrial,5.56,cents per kilowatt-hour
4476,2023-04,New Mexico,residential,13.43,cents per kilowatt-hour
4477,2023-04,New Mexico,transportation,0.0,cents per kilowatt-hour
4480,2023-09,East North Central,transportation,7.19,cents per kilowatt-hour
4483,2023-09,West North Central,industrial,8.31,cents per kilowatt-hour
4485,2023-09,West North Central,residential,13.95,cents per kilowatt-hour
4486,2023-09,West North Central,transportation,13.01,cents per kilowatt-hour
4489,2023-09,South Atlantic,industrial,7.81,cents per kilowatt-hour
4491,2023-09,South Atlantic,residential,14.86,cents per kilowatt-hour
4492,2023-09,South Atlantic,transportation,9.94,cents per kilowatt-hour
4495,2023-09,East South Central,industrial,6.62,cents per kilowatt-hour
4497,2023-09,East South Central,residential,12.97,cents per kilowatt-hour
4498,2023-09,East South Central,transportation,0.0,cents per kilowatt-hour
4501,2023-09,West South Central,industrial,7.17,cents per kilowatt-hour
4503,2023-09,West South Central,residential,13.96,cents per kilowatt-hour
4504,2023-09,West South Central,transportation,7.68,cents per kilowatt-hour
4507,2023-09,Mountain,industrial,8.33,cents per kilowatt-hour
4509,2023-09,Mountain,residential,14.34,cents per kilowatt-hour
4510,2023-09,Mountain,transportation,13.87,cents per kilowatt-hour
4513,2023-09,Pacific Contiguous,industrial,14.86,cents per kilowatt-hour
4515,2023-09,Pacific Contiguous,residential,24.29,cents per kilowatt-hour
4516,2023-09,Pacific Contiguous,transportation,14.61,cents per kilowatt-hour
4519,2023-09,Pacific Noncontiguous,industrial,28.46,cents per kilowatt-hour
4521,2023-09,Pacific Noncontiguous,residential,34.92,cents per kilowatt-hour
4522,2023-09,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
4525,2023-09,U.S. Total,industrial,8.43,cents per kilowatt-hour
4529,2024-01,Maine,industrial,14.76,cents per kilowatt-hour
4533,2024-01,West North Central,industrial,7.59,cents per kilowatt-hour
4535,2024-01,West North Central,residential,11.81,cents per kilowatt-hour
4536,2024-01,West North Central,transportation,9.16,cents per kilowatt-hour
4539,2024-01,South Atlantic,industrial,7.98,cents per kilowatt-hour
4541,2024-01,South Atlantic,residential,13.95,cents per kilowatt-hour
4542,2024-01,South Atlantic,transportation,10.05,cents per kilowatt-hour
4545,2024-01,East South Central,industrial,6.96,cents per kilowatt-hour
4547,2024-01,East South Central,residential,12.95,cents per kilowatt-hour
4548,2024-01,East South Central,transportation,0.0,cents per kilowatt-hour
4551,2024-01,West South Central,industrial,6.33,cents per kilowatt-hour
4553,2024-01,West South Central,residential,13.11,cents per kilowatt-hour
4554,2024-01,West South Central,transportation,8.37,cents per kilowatt-hour
4557,2024-01,Mountain,industrial,7.78,cents per kilowatt-hour
4559,2024-01,Mountain,residential,13.33,cents per kilowatt-hour
4560,2024-01,Mountain,transportation,10.72,cents per kilowatt-hour
4563,2024-01,Pacific Contiguous,industrial,12.54,cents per kilowatt-hour
4565,2024-01,Pacific Contiguous,residential,21.11,cents per kilowatt-hour
4566,2024-01,Pacific Contiguous,transportation,16.01,cents per kilowatt-hour
4569,2024-01,Pacific Noncontiguous,industrial,31.97,cents per kilowatt-hour
4571,2024-01,Pacific Noncontiguous,residential,34.01,cents per kilowatt-hour
4572,2024-01,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
4575,2024-01,U.S. Total,industrial,8.1,cents per kilowatt-hour
4577,2024-01,U.S. Total,residential,15.47,cents per kilowatt-hour
4578,2024-01,U.S. Total,transportation,12.64,cents per kilowatt-hour
4579,2023-09,U.S. Total,residential,16.27,cents per kilowatt-hour
4580,2023-09,U.S. Total,transportation,14.45,cents per kilowatt-hour
4581,2023-12,South Carolina,residential,13.26,cents per kilowatt-hour
4582,2023-12,South Carolina,transportation,0.0,cents per kilowatt-hour
4585,2023-12,South Dakota,industrial,7.86,cents per kilowatt-hour
4587,2023-12,South Dakota,residential,11.8,cents per kilowatt-hour
4588,2023-12,South Dakota,transportation,0.0,cents per kilowatt-hour
4591,2023-12,Tennessee,industrial,6.0,cents per kilowatt-hour
4593,2023-12,Tennessee,residential,12.11,cents per kilowatt-hour
4594,2023-12,Tennessee,transportation,0.0,cents per kilowatt-hour
4597,2023-12,Texas,industrial,5.72,cents per kilowatt-hour
4599,2023-12,Texas,residential,14.64,cents per kilowatt-hour
4600,2023-12,Texas,transportation,8.97,cents per kilowatt-hour
4603,2023-12,Utah,industrial,6.4,cents per kilowatt-hour
4605,2023-12,Utah,residential,10.87,cents per kilowatt-hour
4606,2023-12,Utah,transportation,12.08,cents per kilowatt-hour
4607,2024-01,Maine,residential,25.92,cents per kilowatt-hour
4608,2024-01,Maine,transportation,0.0,cents per kilowatt-hour
4611,2024-01,Maryland,industrial,10.75,cents per kilowatt-hour
4613,2024-01,Maryland,residential,17.5,cents per kilowatt-hour
4614,2024-01,Maryland,transportation,11.19,cents per kilowatt-hour
4617,2024-01,Massachusetts,industrial,18.65,cents per kilowatt-hour
4619,2024-01,Massachusetts,residential,28.39,cents per kilowatt-hour
4620,2024-01,Massachusetts,transportation,9.83,cents per kilowatt-hour
4623,2024-01,Michigan,industrial,8.46,cents per kilowatt-hour
4625,2024-01,Michigan,residential,18.34,cents per kilowatt-hour
4626,2024-01,Michigan,transportation,13.78,cents per kilowatt-hour
4629,2024-01,Minnesota,industrial,9.14,cents per kilowatt-hour
4631,2024-01,Minnesota,residential,14.04,cents per kilowatt-hour
4632,2024-01,Minnesota,transportation,11.31,cents per kilowatt-hour
4635,2024-01,Mississippi,industrial,6.93,cents per kilowatt-hour
4637,2024-01,Mississippi,residential,12.72,cents per kilowatt-hour
4638,2024-01,Mississippi,transportation,0.0,cents per kilowatt-hour
4641,2024-01,Missouri,industrial,7.5,cents per kilowatt-hour
4643,2024-01,Missouri,residential,11.06,cents per kilowatt-hour
4644,2024-01,Missouri,transportation,7.7,cents per kilowatt-hour
4647,2024-01,Montana,industrial,12.59,cents per kilowatt-hour
4649,2024-01,Montana,residential,11.98,cents per kilowatt-hour
4650,2024-01,Montana,transportation,0.0,cents per kilowatt-hour
4653,2024-01,Nebraska,industrial,7.51,cents per kilowatt-hour
4655,2024-01,Nebraska,residential,9.85,cents per kilowatt-hour
4656,2024-01,Nebraska,transportation,0.0,cents per kilowatt-hour
4659,2024-01,Nevada,industrial,8.49,cents per kilowatt-hour
4661,2024-01,Nevada,residential,16.38,cents per kilowatt-hour
4662,2024-01,Nevada,transportation,11.88,cents per kilowatt-hour
4665,2024-01,New Hampshire,industrial,17.26,cents per kilowatt-hour
4667,2024-01,New Hampshire,residential,25.11,cents per kilowatt-hour
4668,2024-01,New Hampshire,transportation,0.0,cents per kilowatt-hour
4671,2024-01,New Jersey,industrial,11.21,cents per kilowatt-hour
4673,2024-01,New Jersey,residential,17.97,cents per kilowatt-hour
4674,2024-01,New Jersey,transportation,11.59,cents per kilowatt-hour
4677,2024-01,New Mexico,industrial,5.46,cents per kilowatt-hour
4679,2024-01,New Mexico,residential,13.76,cents per kilowatt-hour
4680,2024-01,New Mexico,transportation,0.0,cents per kilowatt-hour
4683,2024-01,New York,industrial,9.02,cents per kilowatt-hour
4685,2024-01,New York,residential,23.54,cents per kilowatt-hour
4686,2024-01,New York,transportation,14.11,cents per kilowatt-hour
4689,2024-01,North Carolina,industrial,7.5,cents per kilowatt-hour
4691,2024-01,North Carolina,residential,13.05,cents per kilowatt-hour
4692,2024-01,North Carolina,transportation,8.97,cents per kilowatt-hour
4695,2024-01,North Dakota,industrial,7.16,cents per kilowatt-hour
4697,2024-01,North Dakota,residential,9.88,cents per kilowatt-hour
4698,2024-01,North Dakota,transportation,0.0,cents per kilowatt-hour
4701,2024-01,Ohio,industrial,7.31,cents per kilowatt-hour
4703,2024-01,Ohio,residential,15.69,cents per kilowatt-hour
4704,2024-01,Ohio,transportation,6.59,cents per kilowatt-hour
4707,2024-01,Oklahoma,industrial,6.5,cents per kilowatt-hour
4709,2024-01,Oklahoma,residential,10.62,cents per kilowatt-hour
4710,2024-01,Oklahoma,transportation,0.0,cents per kilowatt-hour
4713,2024-01,Oregon,industrial,7.66,cents per kilowatt-hour
4715,2024-01,Oregon,residential,13.84,cents per kilowatt-hour
4716,2024-01,Oregon,transportation,12.19,cents per kilowatt-hour
4719,2023-09,East North Central,residential,15.99,cents per kilowatt-hour
4722,2023-01,Alabama,industrial,6.81,cents per kilowatt-hour
4724,2023-01,Alabama,residential,14.41,cents per kilowatt-hour
4725,2023-01,Alabama,transportation,0.0,cents per kilowatt-hour
4728,2023-07,Alabama,industrial,7.61,cents per kilowatt-hour
4730,2023-07,Alabama,residential,14.48,cents per kilowatt-hour
4731,2023-07,Alabama,transportation,0.0,cents per kilowatt-hour
4734,2023-07,Alaska,industrial,16.46,cents per kilowatt-hour
4736,2023-07,Alaska,residential,24.96,cents per kilowatt-hour
4737,2023-07,Alaska,transportation,0.0,cents per kilowatt-hour
4740,2023-07,Arizona,industrial,8.75,cents per kilowatt-hour
4742,2023-07,Arizona,residential,14.13,cents per kilowatt-hour
4743,2023-07,Arizona,transportation,11.25,cents per kilowatt-hour
4746,2023-07,Arkansas,industrial,7.47,cents per kilowatt-hour
4748,2023-07,Arkansas,residential,12.53,cents per kilowatt-hour
4749,2023-07,Arkansas,transportation,16.13,cents per kilowatt-hour
4752,2023-07,California,industrial,20.66,cents per kilowatt-hour
4754,2023-07,California,residential,29.46,cents per kilowatt-hour
4755,2023-07,California,transportation,13.2,cents per kilowatt-hour
4758,2023-07,Colorado,industrial,8.88,cents per kilowatt-hour
4760,2023-07,Colorado,residential,14.14,cents per kilowatt-hour
4761,2023-07,Colorado,transportation,14.15,cents per kilowatt-hour
4764,2023-07,Connecticut,industrial,15.66,cents per kilowatt-hour
4766,2023-07,Connecticut,residential,26.63,cents per kilowatt-hour
4767,2023-07,Connecticut,transportation,22.48,cents per kilowatt-hour
4770,2023-07,Delaware,industrial,7.98,cents per kilowatt-hour
4772,2023-07,Delaware,residential,15.09,cents per kilowatt-hour
4773,2023-07,Delaware,transportation,0.0,cents per kilowatt-hour
4776,2023-07,District of Columbia,industrial,10.94,cents per kilowatt-hour
4778,2023-07,District of Columbia,residential,16.61,cents per kilowatt-hour
4779,2023-07,District of Columbia,transportation,9.19,cents per kilowatt-hour
4782,2023-07,Florida,industrial,9.26,cents per kilowatt-hour
4784,2023-07,Florida,residential,14.94,cents per kilowatt-hour
4785,2023-07,Florida,transportation,11.16,cents per kilowatt-hour
4788,2023-07,Georgia,industrial,8.17,cents per kilowatt-hour
4790,2023-07,Georgia,residential,14.33,cents per kilowatt-hour
4791,2023-07,Georgia,transportation,8.39,cents per kilowatt-hour
4794,2023-07,Hawaii,industrial,31.37,cents per kilowatt-hour
4796,2023-07,Hawaii,residential,39.7,cents per kilowatt-hour
4797,2023-07,Hawaii,transportation,0.0,cents per kilowatt-hour
4800,2023-07,Idaho,industrial,8.19,cents per kilowatt-hour
4802,2023-07,Idaho,residential,11.76,cents per kilowatt-hour
4803,2023-07,Idaho,transportation,0.0,cents per kilowatt-hour
4806,2023-07,Illinois,industrial,8.07,cents per kilowatt-hour
4808,2023-07,Illinois,residential,14.81,cents per kilowatt-hour
4809,2023-07,Illinois,transportation,6.78,cents per kilowatt-hour
4812,2023-07,Indiana,industrial,7.82,cents per kilowatt-hour
4814,2023-07,Indiana,residential,14.47,cents per kilowatt-hour
4815,2023-07,Indiana,transportation,10.62,cents per kilowatt-hour
4818,2023-07,Iowa,industrial,8.64,cents per kilowatt-hour
4820,2023-07,Iowa,residential,15.17,cents per kilowatt-hour
4821,2023-07,Iowa,transportation,0.0,cents per kilowatt-hour
4824,2023-07,Kansas,industrial,7.57,cents per kilowatt-hour
4826,2023-07,Kansas,residential,13.48,cents per kilowatt-hour
4827,2023-07,Kansas,transportation,0.0,cents per kilowatt-hour
4830,2023-07,Kentucky,industrial,6.54,cents per kilowatt-hour
4832,2023-07,Kentucky,residential,12.51,cents per kilowatt-hour
4833,2023-07,Kentucky,transportation,0.0,cents per kilowatt-hour
